"Country or Area","Year","Area","Type of housing unit","Tenure","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Mongolia","2010","Rural","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","5892",""
"Mongolia","2010","Rural","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","1042",""
"Mongolia","2010","Rural","Unknown (type of housing unit)","Total","Census - de jure - complete tabulation","Final figure, complete","2012","1493",""
"Mongolia","2010","Rural","Unknown (type of housing unit)","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","654",""
"Mongolia","2010","Rural","Unknown (type of housing unit)","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2012","246",""
"Mongolia","2010","Rural","Unknown (type of housing unit)","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2012","443",""
"Mongolia","2010","Rural","Unknown (type of housing unit)","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2012","150",""
"Montenegro","2003","Total","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","252662",""
"Montenegro","2003","Total","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","145569",""
"Montenegro","2003","Total","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","19681",""
"Montenegro","2003","Total","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","11410",""
"Montenegro","2003","Total","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","3764",""
"Montenegro","2003","Total","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","72238",""
"Montenegro","2003","Total","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2009","248873",""
"Montenegro","2003","Total","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","145569",""
"Montenegro","2003","Total","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","19681",""
"Montenegro","2003","Total","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","11410",""
"Montenegro","2003","Total","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Total","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","72213",""
"Montenegro","2003","Total","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2009","3789",""
"Montenegro","2003","Total","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Total","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Total","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Total","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","3764",""
"Montenegro","2003","Total","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","25",""
"Montenegro","2003","Urban","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","139684",""
"Montenegro","2003","Urban","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","85323",""
"Montenegro","2003","Urban","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","15760",""
"Montenegro","2003","Urban","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","8492",""
"Montenegro","2003","Urban","Total","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","2496",""
"Montenegro","2003","Urban","Total","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","27613",""
"Montenegro","2003","Urban","Conventional dwellings","Total","Census - de jure - complete tabulation","Final figure, complete","2009","137172",""
"Montenegro","2003","Urban","Conventional dwellings","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","85323",""
"Montenegro","2003","Urban","Conventional dwellings","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","15760",""
"Montenegro","2003","Urban","Conventional dwellings","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","8492",""
"Montenegro","2003","Urban","Conventional dwellings","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Urban","Conventional dwellings","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","27597",""
"Montenegro","2003","Urban","Other housing units","Total","Census - de jure - complete tabulation","Final figure, complete","2009","2512",""
"Montenegro","2003","Urban","Other housing units","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Urban","Other housing units","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Urban","Other housing units","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","0",""
"Montenegro","2003","Urban","Other housing units","Other arrangements","Census - de jure - complete tabulation","Final figure, complete","2009","2496",""
"Montenegro","2003","Urban","Other housing units","Unknown","Census - de jure - complete tabulation","Final figure, complete","2009","16",""
"Montenegro","2003","Rural","Total","Total","Census - de jure - complete tabulation","Final figure, complete","2009","112978",""
"Montenegro","2003","Rural","Total","Member of household owns the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","60246",""
"Montenegro","2003","Rural","Total","Member of household rents all or a part of the housing unit","Census - de jure - complete tabulation","Final figure, complete","2009","3921",""
"Montenegro","2003","Rural","Total","Occupied free of rent","Census - de jure - complete tabulation","Final figure, complete","2009","2918",""
